"@timestamp","destination.ip","destination.port","dns.answers.ttl","dns.header_flags","dns.question.name","source.ip","source.port"
"Oct 19, 2025 @ 10:34:28.827","192.168.56.3",53,"-",RD,"1pd7qoya7u9v.b3z3f453df4yifptt.openai.com","192.168.56.2",37669
"Oct 19, 2025 @ 10:34:28.494","192.168.56.1",53,"-",RD,"zmqavbpoar95udhdic.bin.com","192.168.56.2",37639
"Oct 19, 2025 @ 10:34:24.154","192.168.56.3",53,"-",RD,"60njmtmfjg0o2.bin.com","192.168.56.2",37866
"Oct 19, 2025 @ 10:34:23.866","192.168.56.1",53,"-",RD,"google.com","192.168.56.2",52272
"Oct 19, 2025 @ 10:34:20.118","192.168.56.1",53,"-",RD,"u5x19n0.cloudflare.com","192.168.56.2",48615
"Oct 19, 2025 @ 10:34:19.629","192.168.56.5",53,"-",RD,"xao7nvb01gn.a7vsxvnbw.openai.com","192.168.56.2",48844
"Oct 19, 2025 @ 10:34:18.799","192.168.56.5",53,"-",RD,"s9i1fspq.n79vt7epcl7od.ic07nn.jl54cfvqz4s.sz69oqawlzzd612pj.1kqw5znc5w.itsv25v1n.hc7nbd.qapamewkea8m9i1.ggf3fsi0npnwk60.sutdyuxdz5k9tezbx3.rngh8hiyu43qs6gf.xj36ccht6dn.rleytmmv1l26.tvtl1gmdffj.7bd1a0hf.google.com","192.168.56.2",44161
"Oct 19, 2025 @ 10:34:18.505","192.168.56.3",53,"-",RD,"6t1f1uqu69.openai.com","192.168.56.2",48372
"Oct 19, 2025 @ 10:34:16.535","192.168.56.3",53,"-",RD,"9183110838.microsoft.com","192.168.56.2",41446
"Oct 19, 2025 @ 10:34:12.515","224.0.0.252",5355,"-","-","win-sivms1g7j74","192.168.56.3",63817
"Oct 19, 2025 @ 10:34:12.514","ff02::fb",5353,"60, 60",AA,"win-sivms1g7j74.local","fe80::3aca:a7f1:9332:a384",5353
"Oct 19, 2025 @ 10:34:12.514","ff02::1:3",5355,"-","-","win-sivms1g7j74","fe80::3aca:a7f1:9332:a384",63817
"Oct 19, 2025 @ 10:34:12.513","224.0.0.251",5353,"60, 60",AA,"win-sivms1g7j74.local","192.168.56.3",5353
"Oct 19, 2025 @ 10:34:10.046","192.168.56.3",53,"-",RD,"r2k3noez8ygr.microsoft.com","192.168.56.2",54697
"Oct 19, 2025 @ 10:34:09.697","192.168.56.1",53,"-",RD,"k70sjj0usd02tapu.bin.com","192.168.56.2",56389
"Oct 19, 2025 @ 10:34:08.563","192.168.56.5",53,"-",RD,"0u7y6x93szo6zl8.microsoft.com","192.168.56.2",42430
"Oct 19, 2025 @ 10:34:05.990","192.168.56.3",53,"-",RD,"lub3yz.openai.com","192.168.56.2",42152
"Oct 19, 2025 @ 10:34:05.951","192.168.56.1",53,"-",RD,"lub3yz.openai.com","192.168.56.2",60572
"Oct 19, 2025 @ 10:34:04.622","192.168.56.1",53,"-",RD,"ff2n271emg954w.cloudflare.com","192.168.56.2",38363
"Oct 19, 2025 @ 10:33:56.736","192.168.56.254",53,"-",RD,"clrmw45bvr0u2.github.com","192.168.56.2",41255
"Oct 19, 2025 @ 10:33:50.527","192.168.56.3",53,"-",RD,"openai.com","192.168.56.2",36598
"Oct 19, 2025 @ 10:33:49.449","192.168.56.1",53,"-",RD,"4985k8d6wcaxrkuj.9lcz97nm2eumkic9.google.com","192.168.56.2",36499
"Oct 19, 2025 @ 10:33:48.530","192.168.56.254",53,"-",RD,"ujnl3emm.github.com","192.168.56.2",46026
"Oct 19, 2025 @ 10:33:47.481","192.168.56.5",53,"-",RD,"ujnl3emm.github.com","192.168.56.2",59914
"Oct 19, 2025 @ 10:33:47.447","192.168.56.254",53,"-",RD,"ujnl3emm.github.com","192.168.56.2",56653
"Oct 19, 2025 @ 10:33:46.278","192.168.56.254",53,"-",RD,"i4kin4p6drkpz94eo.google.com","192.168.56.2",32931
"Oct 19, 2025 @ 10:33:45.390","192.168.56.254",53,"-",RD,"i4kin4p6drkpz94eo.google.com","192.168.56.2",42482
"Oct 19, 2025 @ 10:33:31.500","192.168.56.254",53,"-",RD,"s39mb7nbpz9dvrhn7.2cueu235qwzbpif.microsoft.com","192.168.56.2",41055
"Oct 19, 2025 @ 10:33:31.224","192.168.56.1",53,"-",RD,"k6qcwdbsl.github.com","192.168.56.2",60258
"Oct 19, 2025 @ 10:33:30.928","192.168.56.254",53,"-",RD,"bin.com","192.168.56.2",46859
"Oct 19, 2025 @ 10:33:30.061","192.168.56.254",53,"-",RD,"u6j03f5zojr.ciqhvrybbs.89pv9pxjgx038.bnak9pcr.9yw94q.jyq03luryk.bh3nzsqny0hk.3i9kyg0.xwxtv599xlp5eiv0y.gv2evpkr.zc04wb21h8znxymmw.a14qefco9i8lmlj6.nze204ca5.1k90f5ohhm1j.mml1sx5pak.xq2o68ywn.ia8lhvy6vdlrgx1y.google.com","192.168.56.2",37050
"Oct 19, 2025 @ 10:33:25.208","192.168.56.1",53,"-",RD,"s.z.p.w.q.z.l.z.h.s.j.malicious.net","192.168.56.2",41906
"Oct 19, 2025 @ 10:33:16.888","192.168.56.5",53,"-",RD,"8pi5f7n2f9cti.cloudflare.com","192.168.56.2",39006
"Oct 19, 2025 @ 10:33:15.381","192.168.56.1",53,"-",RD,"55245756944.microsoft.com","192.168.56.2",47661
"Oct 19, 2025 @ 10:33:14.668","192.168.56.254",53,"-",RD,"a.r.e.g.k.q.malicious.net","192.168.56.2",40457
"Oct 19, 2025 @ 10:33:14.230","192.168.56.254",53,"-",RD,"a.r.e.g.k.q.malicious.net","192.168.56.2",55143
"Oct 19, 2025 @ 10:33:10.391","192.168.56.5",53,"-",RD,"adeb9x.microsoft.com","192.168.56.2",41356
"Oct 19, 2025 @ 10:33:10.093","192.168.56.3",53,"-",RD,"z.a.k.e.o.w.b.g.r.x.s.c.t.malicious.net","192.168.56.2",44588
"Oct 19, 2025 @ 10:33:09.793","192.168.56.3",53,"-",RD,"adeb9x.microsoft.com","192.168.56.2",34729
"Oct 19, 2025 @ 10:33:09.508","192.168.56.5",53,"-",RD,"grdcb9vj776jiajffs.google.com","192.168.56.2",56030
"Oct 19, 2025 @ 10:33:09.221","192.168.56.3",53,"-",RD,"dm880b3e353qsuh.bin.com","192.168.56.2",36244
"Oct 19, 2025 @ 10:33:06.379","192.168.56.3",53,"-",RD,"adeb9x.microsoft.com","192.168.56.2",33502
"Oct 19, 2025 @ 10:33:05.944","192.168.56.5",53,"-",RD,"adeb9x.microsoft.com","192.168.56.2",47389
"Oct 19, 2025 @ 10:33:04.777","192.168.56.3",53,"-",RD,"google.com","192.168.56.2",43892
"Oct 19, 2025 @ 10:33:04.308","192.168.56.254",53,"-",RD,"google.com","192.168.56.2",38471
"Oct 19, 2025 @ 10:32:58.646","192.168.56.1",53,"-",RD,"e2mcdnd.y56btuca6cms6sjb.8nu7jvijeltx8ly8.h41riswkqq716d1u.iz08f11jh4cpu.nhyeezbsvyep5k.byrn6nsb.29ovsz9d0fh7h5.bi7h4vzal0f.vau9hdfm.crlxgu8v3y38tbo55.google.com","192.168.56.2",42797
"Oct 19, 2025 @ 10:32:56.930","192.168.56.1",53,"-",RD,"2q6epx901gydry5.cloudflare.com","192.168.56.2",36237
"Oct 19, 2025 @ 10:32:49.168","192.168.56.5",53,"-",RD,"microsoft.com","192.168.56.2",35180
"Oct 19, 2025 @ 10:32:46.329","192.168.56.5",53,"-",RD,"microsoft.com","192.168.56.2",39447
"Oct 19, 2025 @ 10:32:45.806","192.168.56.5",53,"-",RD,"microsoft.com","192.168.56.2",49388
"Oct 19, 2025 @ 10:32:45.365","192.168.56.3",53,"-",RD,"microsoft.com","192.168.56.2",50717
"Oct 19, 2025 @ 10:32:38.244","192.168.56.5",53,"-",RD,"v2xqiq.github.com","192.168.56.2",51112
"Oct 19, 2025 @ 10:32:37.364","192.168.56.1",53,"-",RD,"v2xqiq.github.com","192.168.56.2",54835
"Oct 19, 2025 @ 10:32:37.027","192.168.56.5",53,"-",RD,"e6x00yobe7punv7vb.github.com","192.168.56.2",55929
"Oct 19, 2025 @ 10:32:32.190","192.168.56.1",53,"-",RD,"il5r8jpgpnzdfpxzv.sttx0es3ygf8zwkle5.5gws8qphg9.y6ifj522j8.dfgpnl3ey.1ihaxikj.x7z0io0psos.vanzijuc8wvx5j8k.asqswb5ftq1gi.p1l8qijbtf6iyr.6ojy8ej1owk6e2kw.xxhgqtcohtoj.xc8vm7780ucgl.rv1fi0cbrllzo7.umjs6m7d1n7.xdl9hv7n.google.com","192.168.56.2",52433
"Oct 19, 2025 @ 10:32:31.616","192.168.56.1",53,"-",RD,"76061.microsoft.com","192.168.56.2",42140
"Oct 19, 2025 @ 10:32:23.967","192.168.56.3",53,"-",RD,"8ylwjbl94m.google.com","192.168.56.2",58198
"Oct 19, 2025 @ 10:32:23.679","192.168.56.1",53,"-",RD,"g6pij6wvnk38ygf18z.cloudflare.com","192.168.56.2",56336
"Oct 19, 2025 @ 10:32:22.968","192.168.56.1",53,"-",RD,"google.com","192.168.56.2",41483
"Oct 19, 2025 @ 10:32:22.215","192.168.56.254",53,"-",RD,"39ewi7vun.openai.com","192.168.56.2",53259
"Oct 19, 2025 @ 10:32:21.917","192.168.56.5",53,"-",RD,"openai.com","192.168.56.2",38007
"Oct 19, 2025 @ 10:32:21.626","192.168.56.1",53,"-",RD,"1c9ln7d04zrdl0qs.microsoft.com","192.168.56.2",38007
"Oct 19, 2025 @ 10:32:14.369","192.168.56.3",53,"-",RD,"a4a9vczsc7m5uhtq99.github.com","192.168.56.2",56173
"Oct 19, 2025 @ 10:32:13.802","192.168.56.254",53,"-",RD,"cloudflare.com","192.168.56.2",58568
"Oct 19, 2025 @ 10:32:13.229","192.168.56.1",53,"-",RD,"c.y.n.a.w.z.z.c.malicious.net","192.168.56.2",40838
"Oct 19, 2025 @ 10:32:11.920","192.168.56.5",53,"-",RD,"vkj079j9wcl.fvn76c0ibadv69.kmj232ezk.vb7cftel.pli0gsx5aj8dvnp.eznqtn4x1moqygaqv.pvz3grkl1kcav21.l093gpilm.y28sropme.v8vf3lc1uog87nqvca.7i54bv8ry.lkjvgo6c1d.736wgeueqbdgi.ucsjv4.5ub9juy.google.com","192.168.56.2",60351
"Oct 19, 2025 @ 10:32:07.532","192.168.56.5",53,"-",RD,"j.d.z.u.l.z.d.e.u.y.f.i.z.malicious.net","192.168.56.2",58581
"Oct 19, 2025 @ 10:32:06.473","192.168.56.3",53,"-",RD,"j.d.z.u.l.z.d.e.u.y.f.i.z.malicious.net","192.168.56.2",46581
"Oct 19, 2025 @ 10:32:06.172","192.168.56.5",53,"-",RD,"52814238543.microsoft.com","192.168.56.2",50805
"Oct 19, 2025 @ 10:32:05.586","192.168.56.5",53,"-",RD,"dofvvku39t2.google.com","192.168.56.2",33791
"Oct 19, 2025 @ 10:32:05.245","192.168.56.5",53,"-",RD,"zz5db03nhy8a1.google.com","192.168.56.2",42006
"Oct 19, 2025 @ 10:32:02.273","192.168.56.5",53,"-",RD,"hl0qgbuqwh.cloudflare.com","192.168.56.2",40722
"Oct 19, 2025 @ 10:32:01.677","192.168.56.254",53,"-",RD,"google.com","192.168.56.2",37418
"Oct 19, 2025 @ 10:31:56.913","192.168.56.254",53,"-",RD,"op3k87otb.google.com","192.168.56.2",42992
"Oct 19, 2025 @ 10:31:56.604","192.168.56.5",53,"-",RD,"9n4i4ayg.bin.com","192.168.56.2",32973
"Oct 19, 2025 @ 10:31:56.001","192.168.56.5",53,"-",RD,"4vbf64d7n65h.nvlwk7he58f6mziq.jjw1b5f65c.xd3xtup.ls2bko.2f5knxq004.qxjbkt.k65dnrn2sc1b.rdozjfi6l4u.ar1sv1.ceen0jymk8o7p7ppd2.idwf26lvpo1motb.aivdaq5b3widxb.a0rlxvnfc.2ctq2hmah.j3xkcga834y.google.com","192.168.56.2",33858
"Oct 19, 2025 @ 10:31:55.440","192.168.56.3",53,"-",RD,"4vbf64d7n65h.nvlwk7he58f6mziq.jjw1b5f65c.xd3xtup.ls2bko.2f5knxq004.qxjbkt.k65dnrn2sc1b.rdozjfi6l4u.ar1sv1.ceen0jymk8o7p7ppd2.idwf26lvpo1motb.aivdaq5b3widxb.a0rlxvnfc.2ctq2hmah.j3xkcga834y.google.com","192.168.56.2",48791
"Oct 19, 2025 @ 10:31:52.770","192.168.56.3",53,"-",RD,"axqlbjee1utg5rk.3713xvogxdq.ha4md6q2mjb.cdrru319.397ecg24934d897fl.k4by6h8tstd.02zd1kjxsq7k0uxs1.rji5g7.iyf92ik2dp.x77mmzjv.google.com","192.168.56.2",49983
"Oct 19, 2025 @ 10:31:52.184","192.168.56.5",53,"-",RD,"e0urq4wcckgese77.github.com","192.168.56.2",41655
"Oct 19, 2025 @ 10:31:51.604","192.168.56.3",53,"-",RD,"g.m.b.q.e.m.r.s.h.malicious.net","192.168.56.2",34887
"Oct 19, 2025 @ 10:31:51.015","192.168.56.5",53,"-",RD,"bwzxai0xt12.cloudflare.com","192.168.56.2",51160
"Oct 19, 2025 @ 10:31:45.563","192.168.56.3",53,"-",RD,"mzog489wm6dsaiclv.11ndpomkhajv.github.com","192.168.56.2",37788
"Oct 19, 2025 @ 10:31:45.525","192.168.56.5",53,"-",RD,"openai.com","192.168.56.2",45573
"Oct 19, 2025 @ 10:31:44.016","192.168.56.254",53,"-",RD,"tu1rhfh9n.6gwb3cmxqkc19f580z.1w798j8.nuu045s.qkrsi7.omhec3td8.vrpmt6ezlk44bmyq.anws17m4mqgur8.ahg4ng8q0.5j35w7g7.iyr700g.rg92vey04gmysk6mq.kyaz79v935o0bz.bnhohrtu4gl7zwnfp.fx3eu3kkwtlp.google.com","192.168.56.2",38526
"Oct 19, 2025 @ 10:31:43.452","192.168.56.1",53,"-",RD,"g.o.n.u.r.u.z.d.j.h.malicious.net","192.168.56.2",39004
"Oct 19, 2025 @ 10:31:35.925","192.168.56.5",53,"-",RD,"9052.microsoft.com","192.168.56.2",34479
"Oct 19, 2025 @ 10:31:35.449","192.168.56.5",53,"-",RD,"9052.microsoft.com","192.168.56.2",52712
"Oct 19, 2025 @ 10:31:32.878","192.168.56.3",53,"-",RD,"ecihoonrz.microsoft.com","192.168.56.2",42688
"Oct 19, 2025 @ 10:31:32.840","192.168.56.254",53,"-",RD,"ecihoonrz.microsoft.com","192.168.56.2",44276
"Oct 19, 2025 @ 10:31:25.102","192.168.56.254",53,"-",RD,"luxjvgbume.g4cdvxvn8l5gqwit.github.com","192.168.56.2",52693
"Oct 19, 2025 @ 10:31:24.732","192.168.56.3",53,"-",RD,"jnc530skfbx5.cloudflare.com","192.168.56.2",58036
"Oct 19, 2025 @ 10:31:24.437","192.168.56.5",53,"-",RD,"dgwirwbkr9puvod95.cloudflare.com","192.168.56.2",39847
"Oct 19, 2025 @ 10:31:22.662","192.168.56.1",53,"-",RD,"2x573ea18bq56s6f.google.com","192.168.56.2",33213
"Oct 19, 2025 @ 10:31:21.362","192.168.56.5",53,"-",RD,"2x573ea18bq56s6f.google.com","192.168.56.2",39425
"Oct 19, 2025 @ 10:31:13.740","192.168.56.3",53,"-",RD,"g04xxlj7izrevj.openai.com","192.168.56.2",33825
"Oct 19, 2025 @ 10:31:12.566","192.168.56.3",53,"-",RD,"2cu4aq54q1.2wievfu9w880lkbob.openai.com","192.168.56.2",42493
"Oct 19, 2025 @ 10:31:11.432","192.168.56.3",53,"-",RD,"11oj63.53p9doukig9.kyyx9xgeks.kgfkq8i55.0vhemwwzu3q4niu.7vuc2qfd1.zuds5lfwv.0nw5rj83ep815j.mz5r3t8nax9dhd.58omtge2etw2r8.google.com","192.168.56.2",44437
"Oct 19, 2025 @ 10:31:11.401","192.168.56.254",53,"-",RD,"11oj63.53p9doukig9.kyyx9xgeks.kgfkq8i55.0vhemwwzu3q4niu.7vuc2qfd1.zuds5lfwv.0nw5rj83ep815j.mz5r3t8nax9dhd.58omtge2etw2r8.google.com","192.168.56.2",58212
"Oct 19, 2025 @ 10:31:11.113","192.168.56.1",53,"-",RD,"zuflnp4y9526fk.bin.com","192.168.56.2",52986
"Oct 19, 2025 @ 10:31:04.813","192.168.56.3",53,"-",RD,"vnx5u9g1cn5m9kpys7.bin.com","192.168.56.2",37785
"Oct 19, 2025 @ 10:31:02.993","192.168.56.1",53,"-",RD,"mtjqq6hmkmuvka.z8ts44b9.unrweqdj4tj.ul84nqnwmed1zn1.pgus8u40xjls.ccmfjt3.8rsg1htaryje57i.9ncb1xiwercy.2q0wxtf442qkts.pvhpug44g.lx25c7uz2qjce8vg.wm7hjlhz81e5kr31z.lhknybw2j3.ryv3eq1lo6z8036zr3.nebcw1vqkkwjs6.4q4oij19lwydiro.9bcu6o2x98s3ebj.google.com","192.168.56.2",50559
"Oct 19, 2025 @ 10:31:01.761","192.168.56.3",53,"-",RD,"vk2ilcpjpoxcb1hc.dp1yvu7js0xr3gn.microsoft.com","192.168.56.2",36241
"Oct 19, 2025 @ 10:30:54.388","192.168.56.254",53,"-",RD,"mpc5lz.cloudflare.com","192.168.56.2",45538
"Oct 19, 2025 @ 10:30:54.098","192.168.56.1",53,"-",RD,"k.w.e.z.m.l.c.n.s.k.malicious.net","192.168.56.2",54471
"Oct 19, 2025 @ 10:30:48.384","192.168.56.254",53,"-",RD,"5i1phrb.xex2bb7t05enl.cloudflare.com","192.168.56.2",57276
"Oct 19, 2025 @ 10:30:48.350","192.168.56.254",53,"-",RD,"oyok3g8v2q.openai.com","192.168.56.2",46214
"Oct 19, 2025 @ 10:30:47.650","192.168.56.5",53,"-",RD,"lhu48s2d19hdf.google.com","192.168.56.2",43515
"Oct 19, 2025 @ 10:30:46.009","192.168.56.5",53,"-",RD,"g45yvf.bin.com","192.168.56.2",44411
"Oct 19, 2025 @ 10:30:45.536","192.168.56.5",53,"-",RD,"g45yvf.bin.com","192.168.56.2",35241
"Oct 19, 2025 @ 10:30:40.673","192.168.56.254",53,"-",RD,"22058092.microsoft.com","192.168.56.2",46783
"Oct 19, 2025 @ 10:30:27.251","192.168.56.5",53,"-",RD,"7627e4zkcflh9j.openai.com","192.168.56.2",44361
"Oct 19, 2025 @ 10:30:21.157","192.168.56.3",53,"-",RD,"7ewuxp7fkya1y64k.0s3txi.w91fp27.jawzooqmzw4idi.n1nybqal7ght.bq2z8097nfte2ccgto.8x2c9bu7t5bmj.yazk56cc.bv00jo5abuu8ahjeld.1ox2ia7q0qd5ff83u.google.com","192.168.56.2",36221
"Oct 19, 2025 @ 10:30:20.582","192.168.56.5",53,"-",RD,"n79ldy.google.com","192.168.56.2",41665
"Oct 19, 2025 @ 10:30:18.417","192.168.56.1",53,"-",RD,"xvwpnj9lxpfklq5.cloudflare.com","192.168.56.2",33362
"Oct 19, 2025 @ 10:30:11.690","192.168.56.1",53,"-",RD,"f6wg85h.jcth0rv4xt3s.ksrgsv7w2z0o.83x0xslv0q62xg.1pk7u8up.pwfitci.kunxusvnlkz.0xtmey.xbid1v1.b137dh56.google.com","192.168.56.2",56081
"Oct 19, 2025 @ 10:30:10.388","192.168.56.254",53,"-",RD,"f6wg85h.jcth0rv4xt3s.ksrgsv7w2z0o.83x0xslv0q62xg.1pk7u8up.pwfitci.kunxusvnlkz.0xtmey.xbid1v1.b137dh56.google.com","192.168.56.2",45131
"Oct 19, 2025 @ 10:30:10.350","192.168.56.5",53,"-",RD,"f6wg85h.jcth0rv4xt3s.ksrgsv7w2z0o.83x0xslv0q62xg.1pk7u8up.pwfitci.kunxusvnlkz.0xtmey.xbid1v1.b137dh56.google.com","192.168.56.2",58529
"Oct 19, 2025 @ 10:30:06.499","192.168.56.1",53,"-",RD,"mkcpjzm5ariath.google.com","192.168.56.2",52372
"Oct 19, 2025 @ 10:30:05.932","192.168.56.254",53,"-",RD,"2466904.microsoft.com","192.168.56.2",50124
"Oct 19, 2025 @ 10:30:04.691","192.168.56.3",53,"-",RD,"auxvhmovl8nt.v247jawv23.github.com","192.168.56.2",60688
"Oct 19, 2025 @ 10:30:02.643","192.168.56.5",53,"-",RD,"xoad9nov.microsoft.com","192.168.56.2",59075
"Oct 19, 2025 @ 10:29:57.560","192.168.56.3",53,"-",RD,"04636539.microsoft.com","192.168.56.2",58638
"Oct 19, 2025 @ 10:29:57.120","192.168.56.5",53,"-",RD,"04636539.microsoft.com","192.168.56.2",35565
"Oct 19, 2025 @ 10:29:48.744","192.168.56.5",53,"-",RD,"yqexgf8oi.lan8k3prleyew.bin.com","192.168.56.2",49898
"Oct 19, 2025 @ 10:29:48.506","192.168.56.5",53,"-",RD,"j3prg42ck9bu2ib0j.8i71ob.github.com","192.168.56.2",46801
"Oct 19, 2025 @ 10:29:48.254","192.168.56.3",53,"-",RD,"q3q33sgu146.kl2d07xiy.bin.com","192.168.56.2",50035
"Oct 19, 2025 @ 10:29:42.187","192.168.56.254",53,"-",RD,"h8oi9am501.bc2i8r33d.bin.com","192.168.56.2",57657
"Oct 19, 2025 @ 10:29:39.093","192.168.56.3",53,"-",RD,"ijsomzpl.ztlqqellktkb7xapdd.em4835.pveba4ehu.taglqzs7gyuds.22e1ptyfkpnus4vx.meuxt6.sqr5i60oa.os7xmpjt5.con31e1h62i3zxtg.google.com","192.168.56.2",48994
"Oct 19, 2025 @ 10:29:37.863","192.168.56.5",53,"-",RD,"49339.microsoft.com","192.168.56.2",58956
"Oct 19, 2025 @ 10:29:31.841","192.168.56.5",53,"-",RD,"c25kdud5tf98di4z1.microsoft.com","192.168.56.2",46513
"Oct 19, 2025 @ 10:29:31.556","192.168.56.254",53,"-",RD,"d95plr51yeo0udhn.openai.com","192.168.56.2",41086
"Oct 19, 2025 @ 10:29:30.232","192.168.56.5",53,"-",RD,"hi9d1m3fsa823s0.openai.com","192.168.56.2",51777
"Oct 19, 2025 @ 10:29:26.612","192.168.56.5",53,"-",RD,"5wps9i2ev5d.sonoc4lusb.rgz0puaxz59mtqzx7.od61meie4xzuxo0a.okoxpl05lrdvz.iyier0.on0j6jz5p586.5qwyyskrkhp4bh7eot.04k8kzrfb.ny4hwn29w6.google.com","192.168.56.2",37342
"Oct 19, 2025 @ 10:29:26.312","192.168.56.3",53,"-",RD,"04996.microsoft.com","192.168.56.2",42757
"Oct 19, 2025 @ 10:29:25.747","192.168.56.3",53,"-",RD,"z99byv10a.bin.com","192.168.56.2",52255
"Oct 19, 2025 @ 10:29:24.213","192.168.56.5",53,"-",RD,"jw2p4a2y.bin.com","192.168.56.2",37567
"Oct 19, 2025 @ 10:29:21.202","192.168.56.3",53,"-",RD,"xela7c.google.com","192.168.56.2",45652
"Oct 19, 2025 @ 10:29:19.783","192.168.56.254",53,"-",RD,"0rgmryfm48dte.8fzl38toydo4.dts5pheqls.7eblhszx22f74br08k.t0ggat.mka51cgomd1.ikuu8vm4.ikc4pztp.llxmke.o40o1zm.google.com","192.168.56.2",52086
"Oct 19, 2025 @ 10:29:19.027","192.168.56.254",53,"-",RD,"66933.microsoft.com","192.168.56.2",52484
"Oct 19, 2025 @ 10:29:18.729","192.168.56.5",53,"-",RD,"xela7c.google.com","192.168.56.2",52481
"Oct 19, 2025 @ 10:29:16.984","192.168.56.3",53,"-",RD,"i0f7tzxvyx4.9ud12t8.cloudflare.com","192.168.56.2",39481
"Oct 19, 2025 @ 10:29:16.510","192.168.56.5",53,"-",RD,"oy98gbzoniqa6e02z.cughlzm9pph70k.cloudflare.com","192.168.56.2",36599
"Oct 19, 2025 @ 10:29:15.955","192.168.56.5",53,"-",RD,"iukl58lixgrg12.microsoft.com","192.168.56.2",43598
"Oct 19, 2025 @ 10:29:15.396","192.168.56.5",53,"-",RD,"iukl58lixgrg12.microsoft.com","192.168.56.2",36415
"Oct 19, 2025 @ 10:29:14.945","192.168.56.5",53,"-",RD,"iukl58lixgrg12.microsoft.com","192.168.56.2",57489
"Oct 19, 2025 @ 10:29:14.478","192.168.56.254",53,"-",RD,"iukl58lixgrg12.microsoft.com","192.168.56.2",45377
"Oct 19, 2025 @ 10:29:12.477","ff02::1:3",5355,"-","-","win-sivms1g7j74","fe80::3aca:a7f1:9332:a384",58652
"Oct 19, 2025 @ 10:29:12.477","224.0.0.252",5355,"-","-","win-sivms1g7j74","192.168.56.3",58652
"Oct 19, 2025 @ 10:29:12.476","224.0.0.251",5353,"60, 60",AA,"win-sivms1g7j74.local","192.168.56.3",5353
"Oct 19, 2025 @ 10:29:12.476","ff02::fb",5353,"60, 60",AA,"win-sivms1g7j74.local","fe80::3aca:a7f1:9332:a384",5353
"Oct 19, 2025 @ 10:29:08.105","192.168.56.5",53,"-",RD,"4767556258.microsoft.com","192.168.56.2",37647
"Oct 19, 2025 @ 10:29:05.950","192.168.56.1",53,"-",RD,"zbk5sdn.go4b5awrc8odlyysze.google.com","192.168.56.2",59095
"Oct 19, 2025 @ 10:29:04.175","192.168.56.3",53,"-",RD,"7dq1n25p93xi85u.openai.com","192.168.56.2",38529
"Oct 19, 2025 @ 10:29:03.877","192.168.56.5",53,"-",RD,"i51tzlj78ah.bin.com","192.168.56.2",47573
"Oct 19, 2025 @ 10:28:57.491","192.168.56.1",53,"-",RD,"nwgkkjlajk.cloudflare.com","192.168.56.2",50537
"Oct 19, 2025 @ 10:28:56.901","192.168.56.3",53,"-",RD,"aj1sas8wk46inlqyuw.cloudflare.com","192.168.56.2",39737
"Oct 19, 2025 @ 10:28:56.393","192.168.56.3",53,"-",RD,"rtgoyawskdf.openai.com","192.168.56.2",44921
"Oct 19, 2025 @ 10:28:55.523","192.168.56.254",53,"-",RD,"s4xge90vk85m3gg.bin.com","192.168.56.2",51939
"Oct 19, 2025 @ 10:28:50.214","192.168.56.254",53,"-",RD,"k1c2v3utd8jgvgnhxq.openai.com","192.168.56.2",39912
"Oct 19, 2025 @ 10:28:49.067","192.168.56.3",53,"-",RD,"gjs6qlef.dgfpyzzxj3sl.fnhhl7qqzwbnpcuwl1.3cwutzb8b07.9rn8otgt1.gk6b8atb2mmbrxke.52lb6hs31o4biyvh.iphdvf0037s4n.r1u9m451bp.17j2tcd.1gt42vsorev9cmgt.rc7knd8g3to.9nq0i5fexsb0cu.xdmk9dp5yaoibiy91.cedy36g0qhef7dvvo.google.com","192.168.56.2",55315
"Oct 19, 2025 @ 10:28:47.672","192.168.56.5",53,"-",RD,"xmzwsoyq2mv1nz.microsoft.com","192.168.56.2",46831
"Oct 19, 2025 @ 10:28:42.160","192.168.56.5",53,"-",RD,"qkksb92z3eh.google.com","192.168.56.2",33277
"Oct 19, 2025 @ 10:28:41.098","192.168.56.254",53,"-",RD,"e0jf7hezx.h5uya9kxpszs4mvl.bin.com","192.168.56.2",36352
"Oct 19, 2025 @ 10:28:40.809","192.168.56.254",53,"-",RD,"72893025.microsoft.com","192.168.56.2",50402
"Oct 19, 2025 @ 10:28:39.628","192.168.56.254",53,"-",RD,"qkksb92z3eh.google.com","192.168.56.2",46497
"Oct 19, 2025 @ 10:28:34.630","192.168.56.3",53,"-",RD,"fsortnk79ad1.openai.com","192.168.56.2",55904
"Oct 19, 2025 @ 10:28:34.325","192.168.56.5",53,"-",RD,"github.com","192.168.56.2",51960
"Oct 19, 2025 @ 10:28:32.440","192.168.56.3",53,"-",RD,"4l37j0p70ji9h.github.com","192.168.56.2",40904
"Oct 19, 2025 @ 10:28:32.338","ff02::fb",5353,"60, 60",AA,"ech-rog.local","fe80::b6e0:cf17:dce3:e507",5353
"Oct 19, 2025 @ 10:28:32.337","224.0.0.251",5353,"60, 60",AA,"ech-rog.local","192.168.56.1",5353
"Oct 19, 2025 @ 10:28:32.335","ff02::fb",5353,"60, 60",AA,"ech-rog.local","fe80::b6e0:cf17:dce3:e507",5353
"Oct 19, 2025 @ 10:28:32.334","224.0.0.251",5353,"60, 60",AA,"ech-rog.local","192.168.56.1",5353
